,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,-1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,1
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,-1
1127,-1
1128,-1
1129,-1
1130,-1
1131,-1
1132,0
1133,-1
1134,-1
1135,-1
1136,-1
1137,-1
1138,-1
1139,-1
1140,-1
1141,0
1142,-1
1143,-1
1144,-2
1145,-1
1146,-1
1147,-2
1148,-1
1149,-2
1150,0
1151,-2
1152,-1
1153,-2
1154,-2
1155,-1
1156,-2
1157,-2
1158,-2
1159,-1
1160,-2
1161,-2
1162,-2
1163,-2
1164,-2
1165,-2
1166,-2
1167,-2
1168,-2
1169,-2
1170,-2
1171,-2
1172,-1
1173,-2
1174,-2
1175,-2
1176,-2
1177,-2
1178,-2
1179,-3
1180,-3
1181,-2
1182,-3
1183,-3
1184,-4
1185,-3
1186,-3
1187,-3
1188,-3
1189,-3
1190,-3
1191,-3
1192,-3
1193,-3
1194,-3
1195,-3
1196,-4
1197,-3
1198,-3
1199,-4
1200,-4
1201,-4
1202,-4
1203,-4
1204,-4
1205,-4
1206,-4
1207,-4
1208,-4
1209,-4
1210,-4
1211,-4
1212,-3
1213,-3
1214,-4
1215,-4
1216,-4
1217,-4
1218,-5
1219,-5
1220,-5
1221,-5
1222,-4
1223,-5
1224,-5
1225,-5
1226,-5
1227,-5
1228,-5
1229,-5
1230,-5
1231,-4
1232,-5
1233,-5
1234,-5
1235,-5
1236,-5
1237,-4
1238,-5
1239,-5
1240,-4
1241,-4
1242,-5
1243,-4
1244,-5
1245,-5
1246,-5
1247,-6
1248,-5
1249,-5
1250,-5
1251,-6
1252,-6
1253,-6
1254,-6
1255,-5
1256,-6
1257,-5
1258,-5
1259,-5
1260,-5
1261,-6
1262,-6
1263,-6
1264,-7
1265,-6
1266,-6
1267,-6
1268,-6
1269,-6
1270,-5
1271,-6
1272,-6
1273,-6
1274,-6
1275,-6
1276,-5
1277,-6
1278,-6
1279,-6
1280,-6
1281,-5
1282,-7
1283,-6
1284,-6
1285,-6
1286,-6
1287,-6
1288,-6
1289,-6
1290,-6
1291,-6
1292,-6
1293,-6
1294,-5
1295,-6
1296,-6
1297,-7
1298,-6
1299,-6
1300,-7
1301,-7
1302,-6
1303,-6
1304,-6
1305,-6
1306,-7
1307,-7
1308,-7
1309,-7
1310,-6
1311,-8
1312,-7
1313,-7
1314,-7
1315,-7
1316,-8
1317,-7
1318,-7
1319,-7
1320,-7
1321,-7
1322,-7
1323,-7
1324,-8
1325,-7
1326,-7
1327,-7
1328,-8
1329,-8
1330,-7
1331,-7
1332,-8
1333,-8
1334,-8
1335,-8
1336,-9
1337,-7
1338,-7
1339,-9
1340,-8
1341,-8
1342,-7
1343,-8
1344,-7
1345,-8
1346,-8
1347,-7
1348,-7
1349,-8
1350,-8
1351,-7
1352,-9
1353,-7
1354,-8
1355,-8
1356,-8
1357,-8
1358,-8
1359,-9
1360,-8
1361,-9
1362,-9
1363,-8
1364,-8
1365,-9
1366,-9
1367,-8
1368,-7
1369,-9
1370,-8
1371,-9
1372,-7
1373,-8
1374,-8
1375,-7
1376,-9
1377,-9
1378,-8
1379,-9
1380,-10
1381,-10
1382,-10
1383,-8
1384,-9
1385,-10
1386,-8
1387,-9
1388,-9
1389,-10
1390,-8
1391,-10
1392,-11
1393,-11
1394,-10
1395,-11
1396,-11
1397,-11
1398,-10
1399,-10
1400,-11
1401,-11
1402,-11
1403,-11
1404,-10
1405,-11
1406,-11
1407,-11
1408,-12
1409,-12
1410,-10
1411,-10
1412,-11
1413,-11
1414,-10
1415,-9
1416,-10
1417,-10
1418,-11
1419,-11
1420,-10
1421,-9
1422,-10
1423,-11
1424,-10
1425,-11
1426,-12
1427,-11
1428,-11
1429,-10
1430,-11
1431,-13
1432,-12
1433,-11
1434,-11
1435,-11
1436,-9
1437,-12
1438,-12
1439,-10
1440,-12
1441,-12
1442,-11
1443,-10
1444,-11
1445,-12
1446,-12
1447,-12
1448,-12
1449,-11
1450,-11
1451,-11
1452,-11
1453,-11
1454,-11
1455,-11
1456,-11
1457,-11
1458,-10
1459,-11
1460,-11
1461,-10
1462,-13
1463,-13
1464,-11
1465,-12
1466,-11
1467,-11
1468,-12
1469,-11
1470,-12
1471,-14
1472,-14
1473,-14
1474,-14
1475,-12
1476,-13
1477,-13
1478,-13
1479,-13
1480,-13
1481,-14
1482,-13
1483,-13
1484,-15
1485,-13
1486,-14
1487,-14
1488,-14
1489,-15
1490,-13
1491,-14
1492,-14
1493,-15
1494,-15
1495,-13
1496,-14
1497,-14
1498,-13
1499,-13
1500,-14
1501,-12
1502,-13
1503,-13
1504,-12
1505,-13
1506,-12
1507,-13
1508,-13
1509,-13
1510,-13
1511,-13
1512,-15
1513,-16
1514,-16
1515,-16
1516,-15
1517,-16
1518,-16
1519,-15
1520,-15
1521,-16
1522,-17
1523,-17
1524,-17
1525,-16
1526,-15
1527,-17
1528,-16
1529,-15
1530,-17
1531,-17
1532,-17
1533,-18
1534,-17
1535,-16
1536,-15
1537,-15
1538,-16
1539,-16
1540,-15
1541,-15
1542,-15
1543,-15
1544,-13
1545,-16
1546,-14
1547,-14
1548,-15
1549,-14
1550,-15
1551,-15
1552,-15
1553,-16
1554,-16
1555,-14
1556,-15
1557,-15
1558,-14
1559,-14
1560,-14
1561,-17
1562,-15
1563,-15
1564,-15
1565,-15
1566,-15
1567,-15
1568,-16
1569,-17
1570,-15
1571,-14
1572,-17
1573,-15
1574,-14
1575,-15
1576,-15
1577,-17
1578,-17
1579,-16
1580,-16
1581,-15
1582,-17
1583,-17
1584,-16
1585,-17
1586,-17
1587,-16
1588,-16
1589,-16
1590,-15
1591,-15
1592,-16
1593,-17
1594,-17
1595,-18
1596,-16
1597,-17
1598,-17
1599,-16
1600,-16
1601,-17
1602,-18
1603,-17
1604,-18
1605,-18
1606,-18
1607,-19
1608,-17
1609,-16
1610,-17
1611,-17
1612,-17
1613,-17
1614,-17
1615,-17
1616,-18
1617,-19
1618,-19
1619,-19
1620,-20
1621,-19
1622,-20
1623,-20
1624,-20
1625,-19
1626,-20
1627,-20
1628,-20
1629,-20
1630,-20
1631,-20
1632,-19
1633,-20
1634,-21
1635,-21
1636,-20
1637,-21
1638,-20
1639,-21
1640,-22
1641,-21
1642,-21
1643,-21
1644,-21
1645,-21
1646,-22
1647,-21
1648,-20
1649,-20
1650,-22
1651,-22
1652,-22
1653,-23
1654,-22
1655,-23
1656,-22
1657,-23
1658,-21
1659,-21
1660,-21
1661,-21
1662,-24
1663,-24
1664,-22
1665,-24
1666,-24
1667,-22
1668,-23
1669,-24
1670,-22
1671,-23
1672,-24
1673,-22
1674,-23
1675,-23
1676,-24
1677,-23
1678,-22
1679,-24
1680,-25
1681,-24
1682,-24
1683,-26
1684,-24
1685,-24
1686,-24
1687,-23
1688,-22
1689,-24
1690,-23
1691,-22
1692,-23
1693,-19
1694,-22
1695,-21
1696,-21
1697,-21
1698,-21
1699,-23
1700,-21
1701,-23
1702,-23
1703,-19
1704,-19
1705,-22
1706,-23
1707,-23
1708,-22
1709,-19
1710,-21
1711,-23
1712,-21
1713,-20
1714,-21
1715,-24
1716,-21
1717,-22
1718,-22
1719,-23
1720,-23
1721,-23
1722,-23
1723,-22
1724,-24
1725,-25
1726,-25
1727,-24
1728,-24
1729,-25
1730,-26
1731,-24
1732,-26
1733,-26
1734,-24
1735,-24
1736,-25
1737,-27
1738,-26
1739,-27
1740,-28
1741,-27
1742,-27
1743,-25
1744,-26
1745,-28
1746,-26
1747,-26
1748,-25
1749,-28
1750,-28
1751,-26
1752,-26
1753,-27
1754,-28
1755,-25
1756,-26
1757,-26
1758,-25
1759,-26
1760,-26
1761,-26
1762,-28
1763,-26
1764,-25
1765,-25
1766,-25
1767,-26
1768,-23
1769,-22
1770,-22
1771,-26
1772,-25
1773,-24
1774,-25
1775,-24
1776,-24
1777,-24
1778,-24
1779,-24
1780,-27
1781,-26
1782,-24
1783,-23
1784,-24
1785,-25
1786,-24
1787,-24
1788,-24
1789,-24
1790,-25
1791,-26
1792,-26
1793,-24
1794,-25
1795,-27
1796,-25
1797,-25
1798,-27
1799,-26
1800,-25
1801,-24
1802,-23
1803,-23
1804,-24
1805,-24
1806,-25
1807,-25
1808,-24
1809,-22
1810,-23
1811,-22
1812,-22
1813,-21
1814,-23
1815,-24
1816,-22
1817,-23
1818,-24
1819,-25
1820,-22
1821,-22
1822,-24
1823,-23
1824,-25
1825,-25
1826,-22
1827,-21
1828,-23
1829,-21
1830,-21
1831,-21
1832,-21
1833,-19
1834,-22
1835,-22
1836,-20
1837,-22
1838,-19
1839,-21
1840,-19
1841,-18
1842,-21
1843,-20
1844,-16
1845,-18
1846,-20
1847,-20
1848,-18
1849,-19
1850,-21
1851,-20
1852,-23
1853,-18
1854,-21
1855,-22
1856,-20
1857,-19
1858,-19
1859,-22
1860,-20
1861,-20
1862,-20
1863,-21
1864,-22
1865,-23
1866,-20
1867,-19
1868,-20
1869,-20
1870,-22
1871,-21
1872,-22
1873,-24
1874,-24
1875,-22
1876,-23
1877,-23
1878,-23
1879,-23
1880,-23
1881,-24
1882,-21
1883,-22
1884,-25
1885,-23
1886,-22
1887,-23
1888,-23
1889,-23
1890,-23
1891,-24
1892,-22
1893,-21
1894,-23
1895,-22
1896,-25
1897,-24
1898,-21
1899,-24
1900,-24
1901,-24
1902,-26
1903,-26
1904,-26
1905,-28
1906,-25
1907,-25
1908,-26
1909,-25
1910,-25
1911,-25
1912,-25
1913,-23
1914,-24
1915,-25
1916,-24
1917,-26
1918,-25
1919,-25
1920,-24
1921,-22
1922,-24
1923,-23
1924,-20
1925,-22
1926,-23
1927,-23
1928,-23
1929,-23
1930,-23
1931,-21
1932,-19
1933,-23
1934,-21
1935,-22
1936,-23
1937,-21
1938,-23
1939,-21
1940,-21
1941,-20
1942,-20
1943,-21
1944,-22
1945,-20
1946,-19
1947,-20
1948,-22
1949,-19
1950,-18
1951,-21
1952,-21
1953,-20
1954,-17
1955,-19
1956,-17
1957,-18
1958,-17
1959,-16
1960,-19
1961,-18
1962,-18
1963,-18
1964,-17
1965,-19
1966,-20
1967,-19
1968,-19
1969,-17
1970,-16
1971,-17
1972,-18
1973,-17
1974,-17
1975,-19
1976,-17
1977,-17
1978,-18
1979,-18
1980,-19
1981,-20
1982,-18
1983,-17
1984,-17
1985,-19
1986,-20
1987,-19
1988,-18
1989,-17
1990,-18
1991,-18
1992,-18
1993,-19
1994,-21
1995,-20
1996,-19
1997,-19
1998,-18
1999,-19
2000,-19
2001,-20
2002,-21
2003,-22
2004,-22
2005,-22
2006,-22
2007,-22
2008,-22
2009,-23
2010,-22
2011,-22
2012,-25
2013,-23
2014,-24
2015,-25
2016,-26
2017,-27
2018,-27
2019,-28
2020,-27
2021,-25
2022,-27
2023,-28
2024,-27
2025,-29
2026,-25
2027,-24
2028,-26
2029,-26
2030,-22
2031,-26
2032,-25
2033,-22
2034,-25
2035,-22
2036,-23
2037,-23
2038,-25
2039,-24
2040,-23
2041,-25
2042,-25
2043,-24
2044,-24
2045,-26
2046,-24
2047,-24
2048,-26
2049,-24
2050,-25
2051,-27
2052,-26
2053,-27
2054,-25
2055,-25
2056,-27
2057,-27
2058,-25
2059,-25
2060,-25
2061,-25
2062,-23
2063,-24
2064,-25
2065,-24
2066,-26
2067,-21
2068,-23
2069,-23
2070,-20
2071,-23
2072,-20
2073,-23
2074,-24
2075,-24
2076,-25
2077,-24
2078,-23
2079,-23
2080,-24
2081,-22
2082,-25
2083,-25
2084,-23
2085,-24
2086,-25
2087,-25
2088,-22
2089,-25
2090,-22
2091,-24
2092,-25
2093,-22
2094,-26
2095,-22
2096,-24
2097,-26
2098,-22
2099,-25
2100,-28
2101,-30
2102,-26
2103,-27
2104,-26
2105,-28
2106,-29
2107,-28
2108,-30
2109,-29
2110,-29
2111,-28
2112,-29
2113,-30
2114,-29
2115,-27
2116,-30
2117,-29
2118,-25
2119,-26
2120,-25
2121,-26
2122,-27
2123,-25
2124,-26
2125,-27
2126,-27
2127,-24
2128,-24
2129,-29
2130,-28
2131,-27
2132,-28
2133,-26
2134,-29
2135,-29
2136,-27
2137,-28
2138,-27
2139,-28
2140,-29
2141,-29
2142,-29
2143,-28
2144,-28
2145,-25
2146,-28
2147,-29
2148,-29
2149,-29
2150,-28
2151,-30
2152,-31
2153,-32
2154,-31
2155,-30
2156,-29
2157,-32
2158,-34
2159,-34
2160,-34
2161,-35
2162,-33
2163,-35
2164,-36
2165,-34
2166,-36
2167,-35
2168,-37
2169,-37
2170,-37
2171,-36
2172,-37
2173,-38
2174,-39
2175,-35
2176,-35
2177,-40
2178,-36
2179,-38
2180,-37
2181,-35
2182,-37
2183,-36
2184,-36
2185,-36
2186,-37
2187,-40
2188,-40
2189,-40
2190,-40
2191,-39
2192,-39
2193,-38
2194,-39
2195,-40
2196,-40
2197,-40
2198,-41
2199,-41
2200,-39
2201,-41
2202,-41
2203,-42
2204,-42
2205,-42
2206,-42
2207,-42
2208,-42
2209,-42
2210,-42
2211,-43
2212,-43
2213,-42
2214,-46
2215,-44
2216,-42
2217,-43
2218,-44
2219,-47
2220,-47
2221,-47
2222,-46
2223,-46
2224,-46
2225,-43
2226,-41
2227,-43
2228,-41
2229,-43
2230,-42
2231,-42
2232,-46
2233,-44
2234,-45
2235,-44
2236,-45
2237,-43
2238,-47
2239,-46
2240,-46
2241,-47
2242,-42
2243,-43
2244,-41
2245,-45
2246,-42
2247,-44
2248,-42
2249,-40
2250,-43
2251,-43
2252,-44
2253,-40
2254,-41
2255,-38
2256,-40
2257,-40
2258,-38
2259,-38
2260,-38
2261,-39
2262,-40
2263,-37
2264,-32
2265,-33
2266,-33
2267,-35
2268,-34
2269,-33
2270,-33
2271,-33
2272,-34
2273,-31
2274,-32
2275,-33
2276,-33
2277,-36
2278,-34
2279,-34
2280,-33
2281,-31
2282,-33
2283,-31
2284,-27
2285,-28
2286,-31
2287,-28
2288,-30
2289,-32
2290,-30
2291,-27
2292,-31
2293,-29
2294,-26
2295,-32
2296,-31
2297,-28
2298,-28
2299,-31
2300,-30
2301,-31
2302,-28
2303,-27
2304,-29
2305,-31
2306,-30
2307,-26
2308,-29
2309,-30
2310,-29
2311,-30
2312,-31
2313,-31
2314,-32
2315,-30
2316,-32
2317,-32
2318,-28
2319,-27
2320,-28
2321,-27
2322,-26
2323,-28
2324,-27
2325,-25
2326,-28
2327,-27
2328,-29
2329,-31
2330,-32
2331,-32
2332,-27
2333,-31
2334,-30
2335,-25
2336,-25
2337,-25
2338,-26
2339,-21
2340,-21
2341,-25
2342,-26
2343,-25
2344,-23
2345,-23
2346,-22
2347,-21
2348,-26
2349,-26
2350,-23
2351,-21
2352,-23
2353,-25
2354,-23
2355,-23
2356,-23
2357,-22
2358,-25
2359,-25
2360,-21
2361,-23
2362,-23
2363,-23
2364,-24
2365,-24
2366,-27
2367,-25
2368,-22
2369,-24
2370,-23
2371,-25
2372,-23
2373,-23
2374,-25
2375,-26
2376,-28
2377,-24
2378,-29
2379,-27
2380,-27
2381,-28
2382,-24
2383,-28
2384,-24
2385,-24
2386,-25
2387,-26
2388,-26
2389,-25
2390,-26
2391,-26
2392,-28
2393,-27
2394,-25
2395,-24
2396,-24
2397,-23
2398,-24
2399,-24
2400,-25
2401,-27
2402,-26
2403,-25
2404,-26
2405,-27
2406,-27
2407,-26
2408,-28
2409,-25
2410,-24
2411,-24
2412,-23
2413,-23
2414,-24
2415,-22
2416,-24
2417,-24
2418,-23
2419,-26
2420,-23
2421,-26
2422,-26
2423,-26
2424,-29
2425,-27
2426,-27
2427,-29
2428,-30
2429,-27
2430,-27
2431,-25
2432,-27
2433,-31
2434,-29
2435,-27
2436,-29
2437,-30
2438,-34
2439,-32
2440,-30
2441,-30
2442,-29
2443,-29
2444,-27
2445,-30
2446,-31
2447,-31
2448,-29
2449,-24
2450,-27
2451,-27
2452,-27
2453,-27
2454,-24
2455,-26
2456,-27
2457,-25
2458,-24
2459,-23
2460,-23
2461,-21
2462,-22
2463,-24
2464,-24
2465,-24
2466,-25
2467,-25
2468,-20
2469,-18
2470,-18
2471,-18
2472,-19
2473,-19
2474,-21
2475,-21
2476,-21
2477,-21
2478,-17
2479,-19
2480,-20
2481,-19
2482,-19
2483,-19
2484,-22
2485,-21
2486,-18
2487,-23
2488,-25
2489,-22
2490,-22
2491,-21
2492,-21
2493,-20
2494,-22
2495,-25
2496,-23
2497,-20
2498,-19
2499,-14
2500,-16
2501,-15
2502,-10
2503,-11
2504,-13
2505,-14
2506,-12
2507,-18
2508,-16
2509,-15
2510,-17
2511,-15
2512,-16
2513,-15
2514,-15
2515,-15
2516,-16
2517,-17
2518,-17
2519,-13
2520,-13
2521,-13
2522,-13
2523,-15
2524,-14
2525,-19
2526,-21
2527,-18
2528,-20
2529,-20
2530,-19
2531,-16
2532,-18
2533,-18
2534,-16
2535,-19
2536,-17
2537,-17
2538,-18
2539,-21
2540,-21
2541,-19
2542,-20
2543,-21
2544,-22
2545,-23
2546,-21
2547,-20
2548,-18
2549,-17
2550,-20
2551,-19
2552,-21
2553,-21
2554,-22
2555,-23
2556,-17
2557,-17
2558,-14
2559,-15
2560,-18
2561,-15
2562,-20
2563,-18
2564,-19
2565,-19
2566,-14
2567,-15
2568,-14
2569,-14
2570,-16
2571,-16
2572,-15
2573,-16
2574,-13
2575,-14
2576,-13
2577,-16
2578,-19
2579,-14
2580,-16
2581,-16
2582,-18
2583,-17
2584,-15
2585,-14
2586,-18
2587,-16
2588,-14
2589,-18
2590,-14
2591,-15
2592,-17
2593,-16
2594,-14
2595,-16
2596,-17
2597,-14
2598,-16
2599,-19
2600,-19
2601,-19
2602,-19
2603,-18
2604,-21
2605,-19
2606,-18
2607,-22
2608,-18
2609,-17
2610,-22
2611,-19
2612,-19
2613,-20
2614,-22
2615,-21
2616,-22
2617,-23
2618,-23
2619,-26
2620,-27
2621,-26
2622,-26
2623,-25
2624,-25
2625,-30
2626,-27
2627,-21
2628,-24
2629,-25
2630,-25
2631,-27
2632,-26
2633,-25
2634,-24
2635,-24
2636,-22
2637,-22
2638,-24
2639,-21
2640,-18
2641,-20
2642,-20
2643,-21
2644,-19
2645,-21
2646,-25
2647,-19
2648,-19
2649,-19
2650,-18
2651,-20
2652,-19
2653,-19
2654,-20
2655,-21
2656,-18
2657,-20
2658,-20
2659,-22
2660,-22
2661,-20
2662,-22
2663,-25
2664,-24
2665,-23
2666,-23
2667,-21
2668,-24
2669,-24
2670,-23
2671,-23
2672,-21
2673,-22
2674,-24
2675,-23
2676,-24
2677,-23
2678,-23
2679,-24
2680,-23
2681,-20
2682,-20
2683,-21
2684,-20
2685,-21
2686,-19
